Word                                         Length
those                                        5
think                                        5
thing                                        5
thick                                        5
theyd                                        5
these                                        5
there                                        5
theni                                        5
themi                                        5
their                                        5
thats                                        5
thank                                        5
terms                                        5
tells                                        5
teeth                                        5
tears                                        5
taste                                        5
tarts                                        5
takes                                        5
taken                                        5
tails                                        5
table                                        5
sulky                                        5
sugar                                        5
stuff                                        5
story                                        5
stoop                                        5
stool                                        5
stood                                        5
stole                                        5
still                                        5
stiff                                        5
stick                                        5
stays                                        5
state                                        5
stand                                        5
stalk                                        5
spoon                                        5
spoke                                        5
spite                                        5
spell                                        5
speed                                        5
speak                                        5
sound                                        5
sorts                                        5
sorry                                        5
solid                                        5
soles                                        5
soand                                        5
snout                                        5
snail                                        5
smoke                                        5
smile                                        5
small                                        5
sleep                                        5
slate                                        5
skirt                                        5
sizes                                        5
since                                        5
sight                                        5
sides                                        5
shyly                                        5
short                                        5
shore                                        5
shook                                        5
shoes                                        5
shock                                        5
shiny                                        5
shell                                        5
sharp                                        5
shark                                        5
share                                        5
shape                                        5
shant                                        5
shall                                        5
shake                                        5
shade                                        5
seven                                        5
sense                                        5
sends                                        5
seems                                        5
seals                                        5
scaly                                        5
scale                                        5
saves                                        5
sands                                        5
sadly                                        5
rules                                        5
royal                                        5
round                                        5
roses                                        5
roots                                        5
roast                                        5
rises                                        5
riper                                        5
right                                        5
ridge                                        5
reply                                        5
ready                                        5
reach                                        5
raven                                        5
quite                                        5
quiet                                        5
quick                                        5
queer                                        5
queen                                        5
puppy                                        5
prove                                        5
proud                                        5
prize                                        5
poker                                        5
plate                                        5
place                                        5
pinch                                        5
piece                                        5
pence                                        5
pause                                        5
party                                        5
parts                                        5
paris                                        5
paper                                        5
pairs                                        5
paint                                        5
ought                                        5
other                                        5
order                                        5
older                                        5
often                                        5
offer                                        5
nurse                                        5
noise                                        5
night                                        5
never                                        5
needs                                        5
nasty                                        5
names                                        5
music                                        5
moved                                        5
mouth                                        5
mouse                                        5
moral                                        5
month                                        5
mixed                                        5
minea                                        5
miles                                        5
might                                        5
meant                                        5
means                                        5
maynt                                        5
maybe                                        5
march                                        5
makes                                        5
magic                                        5
madat                                        5
mabel                                        5
lying                                        5
lower                                        5
loose                                        5
locks                                        5
lives                                        5
lived                                        5
lines                                        5
limbs                                        5
likes                                        5
liked                                        5
lewis                                        5
ledge                                        5
leave                                        5
least                                        5
learn                                        5
leant                                        5
laugh                                        5
latin                                        5
later                                        5
large                                        5
lamps                                        5
lacie                                        5
label                                        5
knows                                        5
known                                        5
knock                                        5
knife                                        5
knelt                                        5
kneel                                        5
knave                                        5
kings                                        5
kills                                        5
juror                                        5
judge                                        5
isthe                                        5
idiot                                        5
hurry                                        5
house                                        5
hours                                        5
hoped                                        5
himit                                        5
heels                                        5
hedge                                        5
heavy                                        5
heart                                        5
heard                                        5
heads                                        5
hated                                        5
hatec                                        5
haste                                        5
hasnt                                        5
happy                                        5
hands                                        5
hadnt                                        5
guilt                                        5
guess                                        5
guard                                        5
grunt                                        5
grown                                        5
growl                                        5
grins                                        5
grief                                        5
green                                        5
great                                        5
gravy                                        5
grave                                        5
grass                                        5
grant                                        5
grand                                        5
goose                                        5
going                                        5
globe                                        5
glass                                        5
given                                        5
girls                                        5
giddy                                        5
games                                        5
funny                                        5
front                                        5
found                                        5
flung                                        5
flown                                        5
floor                                        5
flock                                        5
flame                                        5
fixed                                        5
first                                        5
finds                                        5
fills                                        5
fight                                        5
fifth                                        5
field                                        5
fetch                                        5
fancy                                        5
faint                                        5
faces                                        5
exact                                        5
every                                        5
enjoy                                        5
empty                                        5
elsie                                        5
elses                                        5
elbow                                        5
edwin                                        5
edgar                                        5
eaten                                        5
earth                                        5
earls                                        5
eager                                        5
dunce                                        5
drunk                                        5
drive                                        5
drink                                        5
dried                                        5
dream                                        5
doubt                                        5
doors                                        5
doori                                        5
doing                                        5
dinah                                        5
didnt                                        5
delay                                        5
death                                        5
dears                                        5
dates                                        5
dance                                        5
curly                                        5
curls                                        5
crown                                        5
crowd                                        5
cross                                        5
cries                                        5
cried                                        5
crept                                        5
creep                                        5
crazy                                        5
crash                                        5
court                                        5
could                                        5
comes                                        5
coils                                        5
coast                                        5
clubs                                        5
close                                        5
clock                                        5
climb                                        5
clear                                        5
clean                                        5
claws                                        5
civil                                        5
chose                                        5
choke                                        5
child                                        5
chief                                        5
cheap                                        5
cause                                        5
catch                                        5
carry                                        5
cares                                        5
cards                                        5
cakes                                        5
bythe                                        5
burst                                        5
burnt                                        5
brush                                        5
brown                                        5
broke                                        5
bring                                        5
break                                        5
brave                                        5
brass                                        5
brain                                        5
boxed                                        5
bowed                                        5
bound                                        5
bough                                        5
boots                                        5
books                                        5
bones                                        5
blows                                        5
blown                                        5
blame                                        5
birds                                        5
bills                                        5
below                                        5
being                                        5
begun                                        5
begin                                        5
began                                        5
beast                                        5
banks                                        5
balls                                        5
baked                                        5
backs                                        5
avoid                                        5
asked                                        5
arrum                                        5
arrow                                        5
argue                                        5
annoy                                        5
angry                                        5
anger                                        5
andoh                                        5
among                                        5
aloud                                        5
along                                        5
alone                                        5
allow                                        5
alive                                        5
alice                                        5
alarm                                        5
agree                                        5
agony                                        5
again                                        5
after                                        5
afore                                        5
added                                        5
above                                        5
about                                        5
abide                                        5
your                                         4
youd                                         4
yelp                                         4
year                                         4
worm                                         4
work                                         4
wore                                         4
word                                         4
wood                                         4
wont                                         4
woke                                         4
wits                                         4
with                                         4
wish                                         4
wise                                         4
wink                                         4
wine                                         4
wind                                         4
will                                         4
wild                                         4
wife                                         4
wide                                         4
whos                                         4
whom                                         4
when                                         4
what                                         4
weve                                         4
were                                         4
wept                                         4
went                                         4
well                                         4
week                                         4
weak                                         4
ways                                         4
wash                                         4
want                                         4
walk                                         4
wake                                         4
wait                                         4
wags                                         4
vote                                         4
viii                                         4
very                                         4
used                                         4
upon                                         4
undo                                         4
ugly                                         4
turn                                         4
true                                         4
trot                                         4
tree                                         4
toys                                         4
toto                                         4
toss                                         4
tops                                         4
took                                         4
tone                                         4
told                                         4
toes                                         4
tiny                                         4
time                                         4
till                                         4
tied                                         4
tidy                                         4
tide                                         4
this                                         4
they                                         4
then                                         4
them                                         4
that                                         4
than                                         4
tell                                         4
talk                                         4
tale                                         4
take                                         4
tail                                         4
swim                                         4
swam                                         4
sure                                         4
suit                                         4
suet                                         4
such                                         4
stop                                         4
stay                                         4
spot                                         4
soup                                         4
sort                                         4
soon                                         4
song                                         4
some                                         4
soft                                         4
sobs                                         4
size                                         4
sits                                         4
sink                                         4
sing                                         4
sign                                         4
sigh                                         4
side                                         4
shut                                         4
show                                         4
shes                                         4
shed                                         4
sent                                         4
send                                         4
sell                                         4
seen                                         4
seem                                         4
says                                         4
save                                         4
sang                                         4
sand                                         4
same                                         4
salt                                         4
said                                         4
sage                                         4
safe                                         4
rush                                         4
rule                                         4
rude                                         4
rose                                         4
room                                         4
roof                                         4
rome                                         4
rock                                         4
rise                                         4
ring                                         4
rich                                         4
rest                                         4
real                                         4
read                                         4
rats                                         4
rate                                         4
race                                         4
puss                                         4
push                                         4
pray                                         4
pour                                         4
pope                                         4
poor                                         4
pool                                         4
poky                                         4
play                                         4
plan                                         4
pity                                         4
pink                                         4
pigs                                         4
pegs                                         4
paws                                         4
past                                         4
pass                                         4
part                                         4
pale                                         4
pair                                         4
pack                                         4
pace                                         4
over                                         4
ours                                         4
open                                         4
only                                         4
ones                                         4
once                                         4
nose                                         4
none                                         4
nine                                         4
nile                                         4
nice                                         4
next                                         4
nest                                         4
neck                                         4
neat                                         4
near                                         4
name                                         4
must                                         4
much                                         4
move                                         4
most                                         4
more                                         4
moon                                         4
mock                                         4
miss                                         4
mine                                         4
mind                                         4
milk                                         4
mile                                         4
mice                                         4
meet                                         4
meat                                         4
mean                                         4
meal                                         4
mary                                         4
mark                                         4
maps                                         4
many                                         4
make                                         4
made                                         4
maam                                         4
love                                         4
loud                                         4
lost                                         4
lose                                         4
lory                                         4
look                                         4
long                                         4
lock                                         4
live                                         4
list                                         4
lips                                         4
line                                         4
like                                         4
life                                         4
lets                                         4
lest                                         4
less                                         4
legs                                         4
left                                         4
leap                                         4
lazy                                         4
late                                         4
last                                         4
lark                                         4
land                                         4
laid                                         4
lady                                         4
know                                         4
knot                                         4
knew                                         4
knee                                         4
kiss                                         4
king                                         4
kind                                         4
kill                                         4
kick                                         4
kept                                         4
keep                                         4
just                                         4
jury                                         4
joys                                         4
join                                         4
jaws                                         4
itll                                         4
isoh                                         4
isnt                                         4
isbe                                         4
into                                         4
ifif                                         4
idea                                         4
hush                                         4
hurt                                         4
hung                                         4
hour                                         4
hope                                         4
home                                         4
hold                                         4
hiss                                         4
hint                                         4
high                                         4
hide                                         4
hers                                         4
here                                         4
help                                         4
hell                                         4
held                                         4
hear                                         4
heap                                         4
head                                         4
have                                         4
hate                                         4
harm                                         4
hare                                         4
hard                                         4
hand                                         4
hall                                         4
half                                         4
hair                                         4
grow                                         4
grin                                         4
grey                                         4
grew                                         4
good                                         4
gone                                         4
goes                                         4
glad                                         4
give                                         4
girl                                         4
gave                                         4
game                                         4
fury                                         4
full                                         4
from                                         4
frog                                         4
free                                         4
four                                         4
form                                         4
fork                                         4
foot                                         4
fond                                         4
flew                                         4
flat                                         4
five                                         4
fits                                         4
fish                                         4
fire                                         4
fine                                         4
find                                         4
felt                                         4
fell                                         4
feet                                         4
feel                                         4
fear                                         4
fast                                         4
fall                                         4
fair                                         4
fact                                         4
face                                         4
eyes                                         4
ever                                         4
even                                         4
else                                         4
eggs                                         4
eels                                         4
edge                                         4
eats                                         4
easy                                         4
ears                                         4
each                                         4
dull                                         4
duck                                         4
drop                                         4
drew                                         4
draw                                         4
doze                                         4
down                                         4
doth                                         4
door                                         4
dont                                         4
done                                         4
dogs                                         4
does                                         4
dodo                                         4
dive                                         4
dish                                         4
dinn                                         4
died                                         4
deny                                         4
deep                                         4
dear                                         4
deal                                         4
dead                                         4
days                                         4
dark                                         4
dare                                         4
crab                                         4
cost                                         4
cool                                         4
cook                                         4
come                                         4
cold                                         4
chop                                         4
chin                                         4
cats                                         4
case                                         4
care                                         4
cant                                         4
came                                         4
call                                         4
cake                                         4
busy                                         4
burn                                         4
both                                         4
bore                                         4
boon                                         4
book                                         4
bone                                         4
body                                         4
blow                                         4
blew                                         4
bite                                         4
bird                                         4
bill                                         4
best                                         4
beor                                         4
bent                                         4
bend                                         4
belt                                         4
been                                         4
beds                                         4
beat                                         4
bear                                         4
beak                                         4
bats                                         4
bark                                         4
bank                                         4
back                                         4
baby                                         4
axis                                         4
axes                                         4
away                                         4
atom                                         4
arms                                         4
arch                                         4
also                                         4
alas                                         4
airs                                         4
ahem                                         4
ache                                         4
able                                         4
you                                          3
yet                                          3
yes                                          3
yer                                          3
xii                                          3
wow                                          3
won                                          3
win                                          3
wig                                          3
why                                          3
who                                          3
wet                                          3
way                                          3
was                                          3
wag                                          3
vii                                          3
use                                          3
ugh                                          3
two                                          3
tut                                          3
try                                          3
top                                          3
too                                          3
tis                                          3
tie                                          3
the                                          3
ten                                          3
tea                                          3
sun                                          3
son                                          3
sob                                          3
sky                                          3
six                                          3
sit                                          3
sir                                          3
shy                                          3
she                                          3
set                                          3
see                                          3
sea                                          3
say                                          3
saw                                          3
sat                                          3
sad                                          3
run                                          3
row                                          3
red                                          3
raw                                          3
ran                                          3
put                                          3
pun                                          3
pop                                          3
pig                                          3
pie                                          3
pet                                          3
paw                                          3
pat                                          3
own                                          3
owl                                          3
out                                          3
our                                          3
one                                          3
old                                          3
off                                          3
odd                                          3
now                                          3
not                                          3
nor                                          3
new                                          3
met                                          3
may                                          3
man                                          3
mad                                          3
low                                          3
lit                                          3
lie                                          3
let                                          3
led                                          3
lay                                          3
law                                          3
lap                                          3
kid                                          3
key                                          3
jaw                                          3
jar                                          3
ive                                          3
its                                          3
ink                                          3
ill                                          3
iim                                          3
iii                                          3
how                                          3
hot                                          3
hit                                          3
his                                          3
him                                          3
hid                                          3
hes                                          3
her                                          3
hed                                          3
hat                                          3
has                                          3
had                                          3
got                                          3
get                                          3
gay                                          3
fur                                          3
fun                                          3
for                                          3
fly                                          3
fix                                          3
fit                                          3
fig                                          3
few                                          3
fat                                          3
far                                          3
fan                                          3
eye                                          3
est                                          3
esq                                          3
end                                          3
egg                                          3
eel                                          3
eat                                          3
ear                                          3
dry                                          3
dog                                          3
dig                                          3
die                                          3
did                                          3
day                                          3
cut                                          3
cur                                          3
cup                                          3
cry                                          3
cat                                          3
can                                          3
but                                          3
boy                                          3
box                                          3
bit                                          3
beg                                          3
bee                                          3
bed                                          3
bat                                          3
bag                                          3
bad                                          3
ate                                          3
ask                                          3
arm                                          3
are                                          3
any                                          3
ann                                          3
and                                          3
all                                          3
air                                          3
aim                                          3
ago                                          3
age                                          3
ada                                          3
act                                          3
ye                                           2
xi                                           2
we                                           2
vi                                           2
us                                           2
up                                           2
to                                           2
so                                           2
sh                                           2
ou                                           2
or                                           2
on                                           2
oh                                           2
of                                           2
no                                           2
my                                           2
me                                           2
ma                                           2
ix                                           2
iv                                           2
it                                           2
is                                           2
in                                           2
im                                           2
ii                                           2
if                                           2
id                                           2
hm                                           2
he                                           2
go                                           2
em                                           2
do                                           2
by                                           2
be                                           2
at                                           2
as                                           2
an                                           2
am                                           2
ah                                           2
x                                            1
w                                            1
v                                            1
t                                            1
o                                            1
m                                            1
i                                            1
d                                            1
a                                            1
